#Time	#Ge	#Inet	#Vm	#Act	#Spike	#Gk	#ISI	#AvgISI	#VmDend	#NMDA	#Gnmda	#GABAB	#GgabaB	#Gvgcc	#VGCCm	#VGCCh	#VGCCJcaPSD	#VGCCJcaCyt	#Gak	#AKm	#AKh	#VmS	#PreSpike	#Ds	#Ps	#Wt	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#GluN2B	#Cyt_Ca	#PSD_Ca	#Cyt_CaMact	#PSD_CaMact	#Cyt_CaMKIIact	#Cyt_CaMKII	#Cyt_CaMKIIP	#PSD_CaMKIIact	#PSD_CaMKII	#PSD_CaMKIIP	#PSD_CaMKIIn2b	#PSD_N2B_CaMKII	#PSD_N2B_CaMKIIP	#Cyt_DAPK1act	#Cyt_Ca0CaM_DAPK1	#Cyt_Ca1CaM_DAPK1	#Cyt_Ca0CaM_DAPK1P	#Cyt_Ca1CaM_DAPK1P	#Cyt_DAPK1	#Cyt_DAPK1P	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_Ca0CaM_DAPK1	#PSD_Ca1CaM_DAPK1	#PSD_Ca0CaM_DAPK1P	#PSD_Ca1CaM_DAPK1P	#PSD_DAPK1	#PSD_DAPK1P	#PSD_DAPK1_AutoK	#PSD_DAPK1n2b	#PSD_N2B_Ca0CaM_DAPK1	#PSD_N2B_Ca1CaM_DAPK1	#PSD_N2B_Ca0CaM_DAPK1P	#PSD_N2B_Ca1CaM_DAPK1P	#PSD_N2B_DAPK1	#PSD_N2B_DAPK1P	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
7.85	9.13158e-05	4.09224e-06	0.348377	0.00985018	0	0.0015285	671	564.005	0.348377	100.011	0	0.80459	0	1.59026e-36	5.86903e-13	0.999999	7.43079e-31	4.3216e-31	0	0.483322	0.00175278	-65.1627	0	7.52366	7.25067	1.15708	0.0401921	0.00151325	357.843	0.000608211	0.842104	0.156189	0.00170695	5.5133	0.0541261	0.0732062	0.000307974	0.00138558	1.13748	17.0043	4.20789e-08	6.60486	17.1455	9.84556e-07	7.42078	0.00425351	1.36552e-06	2.05902	0.853134	0.0142647	1.67188	1.27248	1.58721	11.4176	0.00142857	9.1905	0.664234	0.0163751	1.6739	1.27189	1.77806	11.4156	0.00208075	7.33341	6.5689	0.126237	0.000326407	0.00016575	0.633216	0.00016291	0.784708	0.787587	0.110409	0.91444	0.762314	0.299697	0.915258	0.762353	0.498794	0.0198733	0.498532	0.11935	6.15371	0.0236663	0.574876	2.71452
7.86	9.04726e-05	3.92762e-06	0.34842	0.0094707	0	0.00149272	681	586.604	0.348419	100.01	0	0.80459	0	1.61086e-36	5.89427e-13	0.999999	7.52655e-31	4.3773e-31	0	0.483322	0.00175278	-65.1585	0	7.50219	7.22698	1.15708	0.0402022	0.00149888	354.512	0.000602588	0.843448	0.154865	0.00168715	5.60249	0.0540902	0.0729904	0.000303674	0.00136671	1.12384	17.0211	4.18036e-08	6.59614	17.1625	9.79937e-07	7.4278	0.00425622	1.36269e-06	2.05883	0.839865	0.0140532	1.67279	1.27139	1.60493	11.4204	0.00142885	9.18695	0.651925	0.0160899	1.67486	1.27081	1.7961	11.4185	0.00208232	7.329	6.56467	0.125774	0.0003247	0.000164016	0.633546	0.000161183	0.776912	0.779764	0.109345	0.910303	0.763672	0.296854	0.911114	0.763711	0.501672	0.0197594	0.501413	0.118665	6.1539	0.0236615	0.574824	2.71384
7.87	8.96267e-05	3.76677e-06	0.34846	0.0094707	0	0.0014583	691	586.604	0.348459	100.009	0	0.80459	0	1.63084e-36	5.91857e-13	0.999999	7.61944e-31	4.43132e-31	0	0.483322	0.00175278	-65.1544	0	7.48078	7.20337	1.15708	0.040212	0.00148449	351.172	0.000596946	0.844768	0.153565	0.00166766	5.69339	0.0540543	0.0727742	0.000299472	0.00134818	1.11032	17.0378	4.15272e-08	6.58761	17.1793	9.75359e-07	7.43491	0.00425897	1.35992e-06	2.05869	0.826747	0.0138442	1.67366	1.27028	1.62254	11.4233	0.00142916	9.18315	0.639776	0.0158084	1.67578	1.26971	1.81401	11.4214	0.00208404	7.32426	6.56015	0.125306	0.000323031	0.000162315	0.633838	0.00015949	0.769264	0.77209	0.108291	0.906148	0.765023	0.294039	0.906951	0.765062	0.504555	0.0196465	0.5043	0.117987	6.15409	0.0236568	0.574772	2.71316
7.88	8.87784e-05	3.61933e-06	0.348499	0.0094707	0	0.00142518	701	586.604	0.348498	100.008	0	0.80459	0	1.65029e-36	5.94201e-13	0.999999	7.70983e-31	4.48389e-31	0	0.483322	0.00175278	-65.1505	0	7.45943	7.17983	1.15708	0.0402213	0.00147008	347.825	0.00059129	0.846063	0.152289	0.00164847	5.78605	0.0540184	0.0725576	0.000295365	0.00132998	1.09691	17.0543	4.12496e-08	6.57925	17.1959	9.70823e-07	7.44209	0.00426178	1.35719e-06	2.05862	0.81378	0.0136378	1.67449	1.26913	1.64001	11.4263	0.0014295	9.17908	0.627784	0.0155306	1.67666	1.26858	1.83178	11.4244	0.00208589	7.3192	6.55535	0.124833	0.000321398	0.000160647	0.634092	0.00015783	0.761761	0.76456	0.107247	0.901974	0.766366	0.29125	0.90277	0.766405	0.507443	0.0195347	0.507191	0.117315	6.15428	0.0236522	0.574719	2.71247
7.89	8.79284e-05	3.47017e-06	0.348536	0.00910622	0	0.0013933	711	610.083	0.348536	100.007	0	0.80459	0	1.66914e-36	5.96458e-13	0.999999	7.79745e-31	4.53485e-31	0	0.483322	0.00175278	-65.1467	0	7.43814	7.15638	1.15708	0.0402303	0.00145567	344.471	0.000585622	0.847334	0.151037	0.00162959	5.88049	0.0539824	0.0723407	0.00029135	0.00131211	1.08363	17.0706	4.09709e-08	6.57107	17.2124	9.66329e-07	7.44935	0.00426464	1.35451e-06	2.0586	0.800963	0.0134339	1.67528	1.26797	1.65736	11.4294	0.00142987	9.17475	0.61595	0.0152566	1.6775	1.26743	1.84941	11.4275	0.00208787	7.3138	6.55027	0.124355	0.0003198	0.000159012	0.634308	0.000156202	0.7544	0.757172	0.106213	0.897783	0.767701	0.288486	0.898572	0.76774	0.510336	0.019424	0.510088	0.116649	6.15446	0.0236477	0.574666	2.71179
7.9	8.70771e-05	3.33946e-06	0.348572	0.00910622	0	0.00136261	721	610.083	0.348572	100.006	0	0.80459	0	1.68747e-36	5.98634e-13	0.999999	7.88263e-31	4.58439e-31	0	0.483322	0.00175278	-65.1431	0	7.41691	7.133	1.15708	0.0402389	0.00144125	341.114	0.000579946	0.848582	0.149807	0.00161099	5.97676	0.0539464	0.0721236	0.000287424	0.00129455	1.07046	17.0867	4.06912e-08	6.56307	17.2287	9.61876e-07	7.45668	0.00426754	1.35188e-06	2.05865	0.788295	0.0132325	1.67603	1.26678	1.67459	11.4326	0.00143027	9.17016	0.604273	0.0149863	1.67829	1.26625	1.86692	11.4306	0.00208999	7.30808	6.54489	0.123873	0.000318236	0.000157407	0.634487	0.000154605	0.747177	0.749922	0.105189	0.893576	0.769028	0.285749	0.894358	0.769066	0.513234	0.0193144	0.512989	0.11599	6.15465	0.0236432	0.574613	2.71111
7.91	8.62249e-05	3.20473e-06	0.348607	0.00910622	0	0.00133304	731	610.083	0.348606	100.006	0	0.80459	0	1.70523e-36	6.0073e-13	0.999999	7.9652e-31	4.63241e-31	0	0.483322	0.00175278	-65.1397	0	7.39574	7.1097	1.15708	0.0402472	0.00142683	337.755	0.000574264	0.849807	0.1486	0.00159269	6.07489	0.0539105	0.0719066	0.000283584	0.0012773	1.0574	17.1027	4.04104e-08	6.55524	17.2448	9.57465e-07	7.46409	0.00427049	1.3493e-06	2.05875	0.775776	0.0130337	1.67674	1.26556	1.6917	11.4358	0.00143069	9.16532	0.592752	0.0147198	1.67905	1.26505	1.88429	11.4339	0.00209224	7.30204	6.53924	0.123386	0.000316706	0.000155834	0.634628	0.000153039	0.740089	0.742808	0.104175	0.889355	0.770347	0.283038	0.890129	0.770385	0.516136	0.0192058	0.515895	0.115338	6.15484	0.0236389	0.57456	2.71043
7.92	8.53722e-05	3.07888e-06	0.34864	0.0087535	0	0.00130454	741	634.667	0.348639	100.005	0	0.80459	0	1.72249e-36	6.02751e-13	0.999999	8.04538e-31	4.67904e-31	0	0.483322	0.00175278	-65.1363	0	7.37463	7.08648	1.15708	0.0402552	0.00141243	334.395	0.000568579	0.85101	0.147416	0.00157467	6.17493	0.0538746	0.0716895	0.000279829	0.00126035	1.04446	17.1185	4.01286e-08	6.54758	17.2608	9.53096e-07	7.47157	0.00427349	1.34677e-06	2.05892	0.763405	0.0128373	1.67741	1.26432	1.70869	11.4392	0.00143114	9.16022	0.581387	0.014457	1.67976	1.26382	1.90152	11.4373	0.00209463	7.29567	6.53329	0.122894	0.000315209	0.00015429	0.634733	0.000151503	0.733134	0.735825	0.10317	0.88512	0.771657	0.280352	0.885886	0.771696	0.519042	0.0190982	0.518805	0.114691	6.15503	0.0236346	0.574507	2.70975
7.93	8.45194e-05	2.96216e-06	0.348672	0.0087535	0	0.00127708	751	634.667	0.348671	100.005	0	0.80459	0	1.73923e-36	6.04699e-13	0.999999	8.12317e-31	4.72428e-31	0	0.483322	0.00175278	-65.1331	0	7.35358	7.06333	1.15708	0.0402628	0.00139804	331.036	0.000562894	0.85219	0.146253	0.00155693	6.27691	0.0538388	0.0714726	0.000276155	0.0012437	1.03163	17.1342	3.98459e-08	6.54009	17.2766	9.48768e-07	7.47911	0.00427653	1.34429e-06	2.05914	0.751181	0.0126435	1.67804	1.26306	1.72555	11.4426	0.00143162	9.15487	0.570177	0.0141979	1.68044	1.26258	1.91863	11.4407	0.00209714	7.28897	6.52707	0.122399	0.000313743	0.000152776	0.634802	0.000149996	0.726308	0.728971	0.102175	0.880872	0.77296	0.277691	0.881631	0.772998	0.521953	0.0189917	0.521719	0.114051	6.15522	0.0236304	0.574453	2.70907
7.94	8.36669e-05	2.84829e-06	0.348702	0.0087535	0	0.0012506	761	634.667	0.348701	100.004	0	0.80459	0	1.75548e-36	6.06578e-13	0.999999	8.19869e-31	4.7682e-31	0	0.483322	0.00175278	-65.1301	0	7.33259	7.04026	1.15708	0.0402702	0.00138367	327.679	0.000557211	0.85335	0.145111	0.00153946	6.38087	0.0538031	0.0712559	0.00027256	0.00122734	1.01891	17.1497	3.95623e-08	6.53276	17.2922	9.44482e-07	7.48673	0.00427961	1.34186e-06	2.05943	0.739104	0.0124521	1.67863	1.26177	1.7423	11.4461	0.00143212	9.14926	0.559122	0.0139425	1.68108	1.2613	1.93561	11.4443	0.00209978	7.28195	6.52055	0.1219	0.000312309	0.00015129	0.634834	0.000148517	0.719607	0.722244	0.101189	0.876612	0.774254	0.275055	0.877364	0.774292	0.524867	0.0188862	0.524637	0.113417	6.1554	0.0236262	0.574399	2.70839
7.95	8.2815e-05	2.74232e-06	0.348732	0.00841581	0	0.00122505	771	660.133	0.348731	100.004	0	0.80459	0	1.77124e-36	6.08389e-13	0.999999	8.27191e-31	4.81078e-31	0	0.483322	0.00175278	-65.1271	0	7.31166	7.01727	1.15708	0.0402773	0.00136933	324.325	0.000551532	0.854488	0.14399	0.00152227	6.48684	0.0537674	0.0710396	0.000269041	0.00121125	1.00631	17.165	3.92777e-08	6.5256	17.3077	9.40238e-07	7.4944	0.00428274	1.33947e-06	2.05978	0.727174	0.0122632	1.67919	1.26046	1.75893	11.4497	0.00143265	9.1434	0.548221	0.0136909	1.68168	1.26001	1.95246	11.4479	0.00210255	7.2746	6.51375	0.121397	0.000310905	0.000149832	0.634831	0.000147066	0.713031	0.715639	0.100213	0.872342	0.775539	0.272444	0.873087	0.775578	0.527785	0.0187818	0.527558	0.11279	6.15559	0.0236222	0.574344	2.70771
7.96	8.19642e-05	2.63104e-06	0.34876	0.00841581	0	0.0012004	781	660.133	0.348759	100.003	0	0.80459	0	1.78652e-36	6.10136e-13	0.999999	8.3429e-31	4.85207e-31	0	0.483322	0.00175278	-65.1243	0	7.29079	6.99435	1.15708	0.0402841	0.00135502	320.977	0.000545861	0.855606	0.142889	0.00150533	6.59489	0.0537318	0.0708236	0.000265598	0.00119544	0.993815	17.1801	3.89923e-08	6.51861	17.323	9.36036e-07	7.50215	0.00428591	1.33714e-06	2.06018	0.71539	0.0120767	1.6797	1.25913	1.77545	11.4534	0.0014332	9.13728	0.537474	0.0134429	1.68224	1.25869	1.96918	11.4516	0.00210544	7.26693	6.50667	0.120891	0.00030953	0.000148401	0.634791	0.000145643	0.706574	0.709155	0.0992465	0.868061	0.776816	0.269857	0.8688	0.776854	0.530706	0.0186784	0.530483	0.112168	6.15578	0.0236182	0.57429	2.70703
7.97	8.11147e-05	2.53639e-06	0.348787	0.00841581	0	0.0011766	791	660.133	0.348786	100.003	0	0.80459	0	1.80137e-36	6.11823e-13	0.999999	8.41191e-31	4.8922e-31	0	0.483322	0.00175278	-65.1216	0	7.26997	6.97151	1.15708	0.0402906	0.00134075	317.634	0.000540199	0.856703	0.141808	0.00148866	6.70503	0.0536963	0.0706081	0.000262227	0.0011799	0.981431	17.1951	3.8706e-08	6.51177	17.3381	9.31875e-07	7.50995	0.00428912	1.33485e-06	2.06065	0.70375	0.0118927	1.68019	1.25778	1.79185	11.4571	0.00143377	9.13091	0.52688	0.0131986	1.68277	1.25735	1.98578	11.4554	0.00210846	7.25893	6.49929	0.120381	0.000308183	0.000146997	0.634717	0.000144246	0.700235	0.702789	0.0982889	0.863772	0.778084	0.267295	0.864503	0.778123	0.53363	0.018576	0.53341	0.111553	6.15597	0.0236143	0.574235	2.70635
7.98	8.02668e-05	2.4441e-06	0.348813	0.00809014	0	0.00115362	801	686.707	0.348813	100.003	0	0.80459	0	1.81576e-36	6.1345e-13	0.999999	8.47878e-31	4.9311e-31	0	0.483322	0.00175278	-65.1189	0	7.24922	6.94875	1.15708	0.0402969	0.00132652	314.299	0.000534548	0.857781	0.140747	0.00147225	6.81731	0.0536609	0.0703931	0.000258926	0.00116463	0.969155	17.21	3.84189e-08	6.5051	17.3531	9.27756e-07	7.51781	0.00429236	1.33261e-06	2.06119	0.692255	0.0117112	1.68063	1.2564	1.80814	11.461	0.00143436	9.12429	0.516439	0.012958	1.68326	1.25599	2.00225	11.4592	0.00211161	7.25061	6.49164	0.119869	0.000306865	0.000145619	0.634607	0.000142875	0.694012	0.696537	0.0973405	0.859475	0.779344	0.264756	0.860199	0.779382	0.536557	0.0184746	0.536341	0.110944	6.15615	0.0236105	0.57418	2.70567
7.99	0.120256	0.0191865	0.590896	0.00809014	0	0.00112924	812	686.707	0.575213	100.818	0	0.80459	0	7.51242e-12	0.000465553	0.999789	2.31015e-06	1.34354e-06	0	0.483322	0.00175278	-42.8837	0	7.22711	6.92451	1.15708	0.142856	0.00131088	749.118	0.00187268	0.855143	0.143231	0.00162621	6.94334	0.0556139	0.0954272	0.000257004	0.00115617	0.955778	17.2261	3.8124e-08	6.49793	17.3694	9.24564e-07	7.52652	0.00429598	1.33209e-06	2.06184	0.67961	0.0116788	1.68107	1.25487	1.82592	11.4653	0.00143503	9.11672	0.50352	0.0142569	1.6836	1.2545	2.02021	11.4635	0.00211521	7.2411	6.46116	0.140445	0.000305003	0.000144572	0.63444	0.000141402	0.687432	0.690983	0.0963078	0.85474	0.780719	0.261992	0.855457	0.780757	0.539778	0.0183643	0.539561	0.11028	6.15636	0.0236063	0.574119	2.70492
8	0.121651	-0.0456516	0.45	0.00779874	0	0.00950544	7	712.365	0.433436	101.887	0	0.80459	0	0.00144238	0.0439455	0.935323	521.648	303.38	0	0.483322	0.00175278	-50.4348	0	7.22491	6.92201	1.15708	0.0944959	0.00128979	563.434	0.00121881	0.34472	0.642122	0.0131583	7.04299	0.366367	0.274183	0.00815928	0.00572083	0.951285	17.2305	4.33894e-08	6.49517	17.3794	1.01567e-06	7.53453	0.0043003	1.47003e-06	2.07574	0.586606	0.106627	1.6729	1.25551	1.78899	11.4691	0.00143571	9.11845	0.458299	0.0560444	1.67889	1.25436	2.00899	11.4674	0.00211862	7.23859	5.99849	0.572498	0.000292178	0.000154771	0.626368	0.00014043	0.749438	0.729308	0.0962197	0.850446	0.78196	0.259838	0.851154	0.781998	0.54216	0.0182668	0.5421	0.109693	6.15655	0.0236026	0.574063	2.70424
8.01	0.36041	-0.115556	0.681111	0.37037	0	0.0172944	2	15	0.545302	102.854	0	0.80459	0	0.139412	0.219993	0.881072	20327.2	11821.9	0	0.483322	0.00175278	-20.3333	0	7.39878	7.11156	1.15708	0.402841	0.0972525	90978.2	0.39186	0.175677	0.636651	0.187671	6.31717	0.616833	5.39556	0.0795809	0.816638	0.962421	17.2141	4.70987e-08	6.70588	17.1051	1.33009e-06	7.5439	0.00432302	1.93653e-06	2.11384	0.639402	0.124759	1.66662	1.25548	1.65187	11.4719	0.00143657	9.48967	0.269999	0.379753	1.63138	1.26404	0.880494	11.4692	0.00212092	7.82002	2.60632	2.34282	0.000216827	0.000199397	0.269614	0.000143194	0.803165	1.07187	0.0976374	0.846313	0.783192	0.279899	0.847088	0.78323	0.543024	0.0181893	0.541458	0.10925	6.15673	0.023599	0.574007	2.70357
8.02	0.131805	0.0153154	0.574957	0.37037	0	0.015393	12	15	0.564501	103.729	0	0.80459	0	8.32456e-06	0.00863671	0.916246	2.63345	1.53156	0	0.483322	0.00175278	-44.116	0	7.56854	7.29649	1.15708	0.133754	0.0619114	33961.4	0.0828257	0.127494	0.762079	0.110427	3.46193	0.514276	2.26329	0.0540504	0.266743	1.10434	17.0231	5.41503e-08	7.16444	16.5013	1.3373e-06	7.55527	0.00434443	1.94453e-06	2.28191	0.961895	0.431504	1.64727	1.25825	0.957195	11.4725	0.00143944	9.74556	0.89787	0.76706	1.59378	1.27009	0.206888	11.4659	0.00211246	7.71823	3.75979	2.65545	0.000247529	0.000224274	0.0634132	0.000155972	0.977994	1.23899	0.111266	0.843969	0.784413	0.333457	0.844925	0.78445	0.539874	0.018165	0.536752	0.109269	6.15692	0.0235954	0.573951	2.70289
8.03	0.138887	-0.0228258	0.495652	0.365497	0	0.0220207	6	15.2	0.441287	104.52	0	0.80459	0	0.0035711	0.0612941	0.8755	1233.07	717.128	0	0.483322	0.00175278	-48.1523	0	7.73666	7.47957	1.15708	0.10732	0.0756935	36014.3	0.0812513	0.0944946	0.756884	0.148621	2.29521	0.939224	2.63369	0.196074	0.584811	1.22493	16.8608	5.56112e-08	7.43099	16.1522	1.40147e-06	7.55038	0.0043516	2.0239e-06	2.35434	1.18082	0.468158	1.62902	1.26047	0.620234	11.4704	0.00144337	9.83614	0.908669	0.76043	1.56149	1.27443	0.108246	11.4611	0.00209709	7.90049	3.44241	2.80051	0.000255196	0.000239081	0.0412588	0.000170306	1.13104	1.39046	0.121744	0.842887	0.78562	0.370725	0.843955	0.785655	0.534336	0.0182189	0.531516	0.10966	6.15711	0.0235918	0.573895	2.70221
8.04	0.132646	0.109188	0.733461	0.365497	0	0.019691	16	15.2	0.606159	105.235	0	0.80459	0	4.88885e-07	0.00571695	0.904829	0.131226	0.0763184	0	0.483322	0.00175278	-37.4321	0	7.85045	7.6033	1.15708	0.189423	0.0496852	33565.3	0.0941344	0.0807824	0.809564	0.109653	1.81286	0.434569	2.17604	0.048345	0.219012	1.33448	16.714	4.98028e-08	7.55375	15.9917	1.2644e-06	7.53941	0.00435136	1.81277e-06	2.38804	1.6359	0.357033	1.61675	1.26107	0.435671	11.4657	0.00144712	9.89577	1.19416	0.67804	1.54493	1.27555	0.10411	11.4549	0.00208059	7.82162	4.30806	2.48492	0.000292139	0.000248251	0.0580897	0.000186012	1.22297	1.44589	0.130335	0.843421	0.786812	0.396015	0.844564	0.786843	0.526797	0.0183469	0.524821	0.110412	6.15729	0.0235882	0.573838	2.70153
8.05	0.127335	0.02347	0.512397	0.357041	0	0.0255573	9	15.56	0.503356	105.882	0	0.80459	0	0.000160726	0.0220384	0.882763	59.1891	34.4233	0	0.483322	0.00175278	-51.3556	0	7.96275	7.72534	1.15708	0.0897229	0.0676005	28509.3	0.0606571	0.0710534	0.836748	0.0921989	1.64288	0.47625	1.89621	0.0586373	0.168198	1.44921	16.5612	5.12713e-08	7.6321	15.8872	1.26088e-06	7.52513	0.00434726	1.79745e-06	2.40993	1.6929	0.40879	1.6	1.26248	0.303848	11.4591	0.00145029	9.95407	1.32331	0.636695	1.53021	1.27632	0.0939801	11.4477	0.00206496	7.82881	4.69768	2.3254	0.000315409	0.000260461	0.0671401	0.000201382	1.34034	1.51146	0.139607	0.844767	0.787986	0.416503	0.845961	0.788013	0.518558	0.0185316	0.517451	0.111461	6.15748	0.0235845	0.573781	2.70086
8.06	0.142874	-0.173333	0.796667	0.346184	0	0.0315884	1	16.048	0.531274	106.467	0	0.80459	0	3.32175e-05	0.294385	0.846088	0.714588	0.415591	0	0.483322	0.00175278	-3	0	8.07989	7.85259	1.15708	0.663967	0.045829	40332.3	0.304354	0.0631648	0.814505	0.12233	1.58815	0.413516	2.52424	0.0486711	0.251882	1.51244	16.4777	4.68891e-08	7.66342	15.8426	1.24043e-06	7.50989	0.00434025	1.75692e-06	2.41074	1.90595	0.271588	1.59033	1.26235	0.263316	11.4509	0.00145276	10.0042	1.24115	0.669788	1.51494	1.27716	0.0906686	11.4396	0.00205054	7.90411	4.30064	2.46058	0.000322744	0.000275633	0.077621	0.000216111	1.39753	1.59302	0.143416	0.846802	0.78914	0.431131	0.84804	0.789163	0.510227	0.0187594	0.509604	0.112754	6.15767	0.0235807	0.573724	2.70018
8.07	0.124828	0.0113704	0.537943	0.346184	0	0.0283431	11	16.048	0.531907	106.996	0	0.80459	0	2.05449e-05	0.0113718	0.891639	6.99024	4.06539	0	0.483322	0.00175278	-47.4482	0	8.1639	7.94366	1.15708	0.111574	0.030289	14785	0.0338013	0.0688313	0.86462	0.0665485	1.55828	0.352438	1.09855	0.0316574	0.0737033	1.61579	16.3412	4.83793e-08	7.704	15.7835	1.20657e-06	7.49502	0.0043339	1.70014e-06	2.41951	1.89141	0.339138	1.57489	1.26335	0.197321	11.4414	0.00145463	10.05	1.52164	0.565378	1.50778	1.27674	0.08524	11.4304	0.0020371	7.8568	5.27329	2.06191	0.00035568	0.000283218	0.0862804	0.000230783	1.49199	1.62314	0.151908	0.849507	0.790273	0.446135	0.850776	0.790293	0.501638	0.0190157	0.501583	0.114238	6.15786	0.0235769	0.573667	2.6995
8.08	0.151687	-0.173333	0.796667	0.329934	0	0.0341631	1	16.8384	0.533635	107.474	0	0.80459	0	0.000233435	0.309696	0.850267	5.02174	2.92055	0	0.483322	0.00175278	-3	0	8.2751	8.06434	1.15708	0.663967	0.0526688	46351.6	0.349776	0.063193	0.80156	0.135247	1.57077	0.415388	2.85362	0.0546437	0.309526	1.65629	16.2889	4.54487e-08	7.70707	15.7728	1.24955e-06	7.47999	0.00432577	1.7505e-06	2.41473	2.0076	0.237595	1.56701	1.26291	0.191113	11.4308	0.00145588	10.0902	1.23511	0.679233	1.49403	1.27739	0.085194	11.4207	0.00202452	7.98613	4.21201	2.47632	0.000348854	0.000301829	0.0941395	0.000243908	1.52886	1.70704	0.153807	0.852507	0.791385	0.455604	0.853805	0.791402	0.493732	0.0192909	0.493904	0.115829	6.15804	0.023573	0.573609	2.69883
8.09	0.0947914	0.00637725	0.499817	0.329934	0	0.0307661	11	16.8384	0.490297	107.703	0	0.80459	0	2.57629e-05	0.0119592	0.894581	9.36921	5.44895	0	0.483322	0.00175278	-50.7154	0	8.37171	8.16904	1.15708	0.0930179	0.0346268	14968.4	0.0322155	0.0651961	0.863204	0.0716001	1.5396	0.377519	1.13214	0.0426605	0.0914457	1.7807	16.1251	4.95456e-08	7.81325	15.6235	1.25483e-06	7.46641	0.00432099	1.75095e-06	2.42342	1.91654	0.362512	1.55081	1.26407	0.135278	11.4192	0.00145672	10.1377	1.5066	0.60748	1.48439	1.2774	0.0641137	11.4095	0.00201232	7.93054	5.14185	2.20238	0.000377318	0.000313174	0.0812254	0.000257809	1.6233	1.74963	0.165135	0.856271	0.792476	0.475546	0.857609	0.792491	0.485594	0.019576	0.485924	0.11752	6.15823	0.0235691	0.573551	2.69815
8.1	0.0939362	0.000528151	0.519384	0.314393	0	0.0278641	21	17.6707	0.517094	107.827	0	0.80459	0	1.49276e-09	0.000470979	0.92578	0.000514998	0.000299513	0	0.483322	0.00175278	-48.1115	0	8.40638	8.20613	1.15708	0.107562	0.0235803	11235.7	0.0253682	0.0900063	0.862303	0.0476902	1.56275	0.219921	0.806717	0.00850983	0.0258986	1.80499	16.0949	4.26085e-08	7.73065	15.7251	1.12006e-06	7.45269	0.00431132	1.5481e-06	2.41647	2.10805	0.189177	1.54491	1.26342	0.145617	11.4067	0.00145701	10.1542	1.74322	0.420124	1.48766	1.27577	0.096213	11.3981	0.00200046	7.91445	6.0102	1.55534	0.000411565	0.000307799	0.129484	0.000269598	1.64029	1.73107	0.165592	0.860385	0.793549	0.475312	0.861721	0.793562	0.478204	0.0198703	0.479054	0.119242	6.15842	0.0235652	0.573493	2.69748
8.11	0.0927951	0.000275433	0.522112	0.211318	0	0.0253726	31	26.29	0.519555	107.939	0	0.80459	0	3.36107e-13	3.26297e-05	0.947746	1.15229e-07	6.70151e-08	0	0.483322	0.00175278	-47.8099	0	8.42194	8.22239	1.15708	0.109371	0.0164712	7935.12	0.0180178	0.133022	0.834225	0.0327526	1.62779	0.154962	0.574358	0.00337236	0.0113085	1.81058	16.0897	4.01887e-08	7.63927	15.8378	1.07186e-06	7.43884	0.00430093	1.47339e-06	2.40836	2.16309	0.117783	1.54158	1.26251	0.164258	11.3942	0.00145686	10.1653	1.85497	0.304876	1.4937	1.27389	0.135796	11.3869	0.00198914	7.92981	6.48219	1.15407	0.000431937	0.000306892	0.181704	0.000278885	1.64052	1.70655	0.16453	0.864212	0.794603	0.472137	0.865538	0.794615	0.472161	0.0201538	0.473321	0.120895	6.1586	0.0235612	0.573435	2.6968
8.12	0.103627	0.00236379	0.539539	0.157777	0	0.0232223	41	35.2114	0.535131	108.041	0	0.80459	0	1.80816e-13	4.05611e-05	0.96321	6.00129e-08	3.49023e-08	0	0.483322	0.00175278	-46.2849	0	8.48777	8.29345	1.15708	0.118926	0.0756982	38518.5	0.0900378	0.122802	0.773666	0.103532	1.69942	0.299001	2.33544	0.0239725	0.147728	1.81414	16.0874	4.15282e-08	7.59529	15.887	1.19127e-06	7.4254	0.00429183	1.63448e-06	2.4014	2.11913	0.136317	1.53854	1.26176	0.181654	11.3818	0.00145637	10.1885	1.41663	0.568069	1.48706	1.27397	0.152957	11.3758	0.00197837	8.02946	4.94483	2.11434	0.000407645	0.000332897	0.199369	0.000286385	1.64252	1.75951	0.163709	0.867722	0.795641	0.471915	0.86905	0.795653	0.467328	0.0204128	0.468325	0.12242	6.15879	0.0235572	0.573376	2.69613
