#Time	#Ge	#Inet	#Vm	#Act	#Spike	#Gk	#ISI	#AvgISI	#VmDend	#NMDA	#Gnmda	#GABAB	#GgabaB	#Gvgcc	#VGCCm	#VGCCh	#VGCCJcaPSD	#VGCCJcaCyt	#Gak	#AKm	#AKh	#VmS	#PreSpike	#Ds	#Ps	#Wt	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#GluN2B	#Cyt_Ca	#PSD_Ca	#Cyt_CaMact	#PSD_CaMact	#Cyt_CaMKIIact	#Cyt_CaMKII	#Cyt_CaMKIIP	#PSD_CaMKIIact	#PSD_CaMKII	#PSD_CaMKIIP	#PSD_CaMKIIn2b	#PSD_N2B_CaMKII	#PSD_N2B_CaMKIIP	#Cyt_DAPK1act	#Cyt_Ca0CaM_DAPK1	#Cyt_Ca1CaM_DAPK1	#Cyt_Ca0CaM_DAPK1P	#Cyt_Ca1CaM_DAPK1P	#Cyt_DAPK1	#Cyt_DAPK1P	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_Ca0CaM_DAPK1	#PSD_Ca1CaM_DAPK1	#PSD_Ca0CaM_DAPK1P	#PSD_Ca1CaM_DAPK1P	#PSD_DAPK1	#PSD_DAPK1P	#PSD_DAPK1_AutoK	#PSD_DAPK1n2b	#PSD_N2B_Ca0CaM_DAPK1	#PSD_N2B_Ca1CaM_DAPK1	#PSD_N2B_Ca0CaM_DAPK1P	#PSD_N2B_Ca1CaM_DAPK1P	#PSD_N2B_DAPK1	#PSD_N2B_DAPK1P	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
0.63	7.65634e-05	1.09396e-05	0.347105	0.0150521	0	0.00249677	439	369.089	0.347105	99.9361	0	0.804575	0	1.07696e-36	5.15452e-13	0.999999	5.04217e-31	2.93243e-31	0	0.483322	0.00175278	-65.2906	0	2.16774	2.30631	1.03052	0.0398872	0.00127891	300.702	0.000510125	0.846895	0.151529	0.00157579	2.71943	0.0531974	0.0693461	0.000392197	0.00125926	1.13156	17.7678	9.1937e-10	3.78546	17.841	1.55639e-08	3.62645	0.00225655	1.87441e-08	0.194477	0.116566	0.00265421	0.681078	0.219769	0.0998406	18.3494	0.00409992	0.53312	0.0945893	0.00235903	0.682015	0.219524	0.108646	18.3476	0.0157201	0.363219	0.323934	0.00633706	0.000187437	0.000127646	0.0317383	0.000126632	0.48938	0.490791	0.0822579	0.419214	0.0337158	0.245306	0.41992	0.0337159	0.229618	0.0415711	0.229737	0.249543	6.00744	0.0457286	0.472534	3.3137
0.64	7.61109e-05	1.04259e-05	0.347218	0.0144725	0	0.00240572	449	383.871	0.347217	99.9422	0	0.804579	0	1.11454e-36	5.2138e-13	0.999999	5.21721e-31	3.03423e-31	0	0.483322	0.00175278	-65.2793	0	2.16474	2.30209	1.03052	0.0399141	0.00127047	298.868	0.000507099	0.848309	0.15013	0.00156057	2.73653	0.0531766	0.0692264	0.000388596	0.00124611	1.12117	17.781	9.31802e-10	3.77763	17.8542	1.58182e-08	3.62959	0.00225828	1.90642e-08	0.196383	0.11677	0.00264644	0.68402	0.22188	0.102124	18.3397	0.00409398	0.538236	0.0947076	0.0023546	0.68496	0.221621	0.111024	18.3378	0.0156909	0.366496	0.326909	0.00637425	0.000186298	0.000126065	0.0320154	0.000125045	0.483597	0.485	0.0814841	0.420338	0.0337153	0.242997	0.421037	0.0337154	0.229445	0.0416034	0.229563	0.249738	6.00749	0.0458169	0.47292	3.31275
0.65	7.56449e-05	9.95043e-06	0.347325	0.0144725	0	0.00231884	459	383.871	0.347324	99.9477	0	0.804581	0	1.1516e-36	5.27098e-13	0.999999	5.38981e-31	3.13461e-31	0	0.483322	0.00175278	-65.2686	0	2.16173	2.29787	1.03052	0.0399397	0.00126186	296.985	0.000503984	0.849695	0.148759	0.00154552	2.75387	0.0531554	0.0691036	0.000385038	0.00123311	1.11089	17.794	9.43944e-10	3.76983	17.8674	1.60707e-08	3.63263	0.00225995	1.93822e-08	0.198253	0.11694	0.00263826	0.686924	0.223962	0.104404	18.3301	0.00408814	0.543305	0.0947986	0.00234965	0.687869	0.223692	0.113399	18.3282	0.0156622	0.369757	0.329869	0.00641085	0.000185188	0.000124516	0.0322912	0.00012349	0.477934	0.479327	0.0807176	0.421339	0.033715	0.240709	0.422032	0.0337151	0.229276	0.0416351	0.229392	0.249929	6.00755	0.0459049	0.473305	3.31179
0.66	7.51661e-05	9.50752e-06	0.347427	0.0139134	0	0.00223591	469	399.297	0.347427	99.9527	0	0.804583	0	1.18812e-36	5.32612e-13	0.999999	5.55987e-31	3.23352e-31	0	0.483322	0.00175278	-65.2583	0	2.15872	2.29365	1.03052	0.0399641	0.00125308	295.054	0.000500784	0.851055	0.147414	0.00153063	2.77146	0.0531339	0.0689779	0.000381522	0.00122025	1.10072	17.8069	9.558e-10	3.76206	17.8804	1.63212e-08	3.63556	0.00226156	1.96981e-08	0.200088	0.117079	0.00262968	0.689791	0.226015	0.106681	18.3206	0.00408241	0.548327	0.094863	0.00234421	0.690744	0.225736	0.11577	18.3188	0.0156338	0.373001	0.332814	0.00644684	0.000184107	0.000123	0.0325657	0.000121969	0.472387	0.473771	0.0799584	0.422221	0.033715	0.238443	0.422908	0.033715	0.229109	0.0416663	0.229223	0.250117	6.0076	0.0459927	0.47369	3.31084
0.67	7.46753e-05	9.07133e-06	0.347525	0.0139134	0	0.00215676	479	399.297	0.347524	99.9573	0	0.804585	0	1.22405e-36	5.37929e-13	0.999999	5.72712e-31	3.33078e-31	0	0.483322	0.00175278	-65.2485	0	2.15572	2.28945	1.03052	0.0399875	0.00124415	293.08	0.000497504	0.852389	0.146095	0.00151591	2.7893	0.053112	0.0688495	0.000378047	0.00120754	1.09067	17.8197	9.67376e-10	3.75433	17.8933	1.65699e-08	3.6384	0.00226311	2.0012e-08	0.201888	0.117185	0.00262074	0.692622	0.22804	0.108954	18.3114	0.00407677	0.553302	0.0949015	0.00233828	0.693583	0.227753	0.118138	18.3095	0.0156059	0.376226	0.335741	0.00648222	0.000183055	0.000121515	0.0328391	0.000120478	0.466954	0.468328	0.0792063	0.422988	0.0337151	0.236198	0.423668	0.0337152	0.228945	0.0416971	0.229058	0.250302	6.00766	0.0460802	0.474074	3.30988
0.68	7.41732e-05	8.65567e-06	0.347618	0.0133728	0	0.00208118	489	415.437	0.347617	99.9613	0	0.804586	0	1.25935e-36	5.43049e-13	0.999999	5.89143e-31	3.42634e-31	0	0.483322	0.00175278	-65.2391	0	2.15272	2.28525	1.03052	0.0400097	0.00123507	291.063	0.000494149	0.853697	0.144801	0.00150135	2.80741	0.0530897	0.0687185	0.000374614	0.00119497	1.08073	17.8323	9.78673e-10	3.74664	17.906	1.68167e-08	3.64115	0.00226461	2.03239e-08	0.203654	0.117262	0.00261146	0.695416	0.230036	0.111223	18.3022	0.00407123	0.55823	0.0949146	0.00233189	0.696388	0.229743	0.120503	18.3004	0.0155784	0.379433	0.338651	0.00651699	0.00018203	0.000120061	0.0331113	0.000119019	0.461631	0.462996	0.0784614	0.423644	0.0337155	0.233974	0.424318	0.0337156	0.228783	0.0417274	0.228894	0.250484	6.00771	0.0461675	0.474458	3.30893
0.69	7.36604e-05	8.26036e-06	0.347707	0.0128556	0	0.00200901	499	432.15	0.347706	99.965	0	0.804588	0	1.29397e-36	5.47983e-13	0.999999	6.05256e-31	3.52005e-31	0	0.483322	0.00175278	-65.2302	0	2.14972	2.28106	1.03052	0.040031	0.00122585	289.007	0.000490724	0.854981	0.143532	0.00148695	2.82578	0.0530672	0.0685851	0.000371222	0.00118255	1.07089	17.8448	9.89698e-10	3.73898	17.9187	1.70616e-08	3.6438	0.00226604	2.06338e-08	0.205387	0.117308	0.00260185	0.698175	0.232004	0.113488	18.2933	0.00406579	0.56311	0.094903	0.00232505	0.699159	0.231707	0.122864	18.2914	0.0155513	0.382619	0.341543	0.00655112	0.000181031	0.000118637	0.0333823	0.00011759	0.456417	0.457771	0.0777235	0.424191	0.0337161	0.231772	0.424859	0.0337161	0.228624	0.0417572	0.228734	0.250664	6.00777	0.0462544	0.474842	3.30797
0.7	7.31378e-05	7.88901e-06	0.347792	0.0128556	0	0.00194008	509	432.15	0.347791	99.9684	0	0.804588	0	1.32791e-36	5.52734e-13	0.999999	6.21052e-31	3.61192e-31	0	0.483322	0.00175278	-65.2216	0	2.14673	2.27688	1.03052	0.0400514	0.00121652	286.915	0.000487233	0.85624	0.142287	0.00147271	2.84441	0.0530444	0.0684495	0.000367871	0.00117027	1.06117	17.8572	1.00045e-09	3.73136	17.9312	1.73048e-08	3.64637	0.00226743	2.09417e-08	0.207088	0.117326	0.00259193	0.700898	0.233945	0.115749	18.2845	0.00406044	0.567941	0.0948674	0.00231779	0.701896	0.233645	0.12522	18.2826	0.0155246	0.385785	0.344416	0.00658462	0.000180058	0.000117243	0.0336522	0.00011619	0.451308	0.452652	0.0769925	0.424634	0.0337169	0.22959	0.425295	0.033717	0.228467	0.0417866	0.228575	0.250841	6.00782	0.0463411	0.475225	3.30702
0.71	7.26058e-05	7.53133e-06	0.347873	0.0123589	0	0.00187424	519	449.52	0.347872	99.9714	0	0.804589	0	1.36114e-36	5.57308e-13	0.999999	6.36515e-31	3.70185e-31	0	0.483322	0.00175278	-65.2135	0	2.14373	2.2727	1.03052	0.0400708	0.00120706	284.789	0.000483681	0.857476	0.141066	0.00145864	2.86331	0.0530213	0.0683118	0.000364559	0.00115813	1.05155	17.8695	1.01094e-09	3.72377	17.9435	1.75462e-08	3.64885	0.00226876	2.12476e-08	0.208757	0.117316	0.00258172	0.703587	0.235858	0.118005	18.2758	0.00405519	0.572725	0.0948085	0.0023101	0.704599	0.235556	0.127573	18.274	0.0154983	0.388929	0.347268	0.00661749	0.00017911	0.000115877	0.0339209	0.000114819	0.446302	0.447636	0.0762685	0.424976	0.0337179	0.227429	0.425631	0.033718	0.228312	0.0418155	0.22842	0.251015	6.00788	0.0464276	0.475609	3.30606
0.72	7.20652e-05	7.19338e-06	0.34795	0.0123589	0	0.00181134	529	449.52	0.34795	99.9741	0	0.804589	0	1.39364e-36	5.6171e-13	0.999999	6.51634e-31	3.78978e-31	0	0.483322	0.00175278	-65.2057	0	2.14074	2.26854	1.03052	0.0400893	0.0011975	282.631	0.000480071	0.858688	0.139867	0.00144473	2.88248	0.052998	0.0681721	0.000361287	0.00114612	1.04204	17.8816	1.02117e-09	3.71623	17.9558	1.77857e-08	3.65124	0.00227003	2.15515e-08	0.210396	0.117279	0.00257124	0.706241	0.237745	0.120257	18.2673	0.00405003	0.57746	0.0947268	0.00230202	0.707269	0.237442	0.129921	18.2654	0.0154724	0.392051	0.350101	0.00664972	0.000178186	0.000114539	0.0341885	0.000113476	0.441397	0.44272	0.0755513	0.42522	0.0337192	0.225288	0.425869	0.0337193	0.22816	0.0418441	0.228266	0.251187	6.00794	0.0465137	0.475992	3.3051
0.73	7.15165e-05	6.84343e-06	0.348024	0.0123589	0	0.00175122	539	449.52	0.348023	99.9766	0	0.80459	0	1.42539e-36	5.65943e-13	0.999999	6.66404e-31	3.87568e-31	0	0.483322	0.00175278	-65.1983	0	2.13775	2.26437	1.03052	0.040107	0.00118784	280.444	0.000476409	0.859878	0.138691	0.00143097	2.90193	0.0529745	0.0680307	0.000358053	0.00113426	1.03263	17.8936	1.03114e-09	3.70872	17.9679	1.80236e-08	3.65355	0.00227126	2.18536e-08	0.212005	0.117216	0.00256051	0.708861	0.239605	0.122504	18.2589	0.00404495	0.582146	0.094623	0.00229356	0.709907	0.239301	0.132265	18.257	0.0154469	0.39515	0.352912	0.0066813	0.000177285	0.000113228	0.0344549	0.000112161	0.43659	0.437902	0.0748409	0.425368	0.0337208	0.223167	0.426011	0.0337209	0.228011	0.0418722	0.228115	0.251356	6.008	0.0465995	0.476376	3.30415
0.74	7.09604e-05	6.53814e-06	0.348095	0.0118806	0	0.00169377	549	467.616	0.348094	99.9789	0	0.80459	0	1.45636e-36	5.70015e-13	0.999999	6.80808e-31	3.95945e-31	0	0.483322	0.00175278	-65.1912	0	2.13475	2.26022	1.03052	0.0401239	0.00117809	278.23	0.000472696	0.861045	0.137537	0.00141737	2.92165	0.0529508	0.0678876	0.000354859	0.00112252	1.02332	17.9055	1.04086e-09	3.70124	17.9799	1.82596e-08	3.65578	0.00227244	2.21537e-08	0.213585	0.117128	0.00254954	0.711447	0.241438	0.124747	18.2506	0.00403997	0.586784	0.0944979	0.00228473	0.712511	0.241136	0.134604	18.2488	0.0154218	0.398226	0.355701	0.00671224	0.000176407	0.000111944	0.0347201	0.000110872	0.431878	0.43318	0.0741372	0.425426	0.0337226	0.221066	0.426063	0.0337226	0.227863	0.0418999	0.227967	0.251523	6.00805	0.046685	0.47676	3.30319
0.75	7.03974e-05	6.24839e-06	0.348162	0.0118806	0	0.00163885	559	467.616	0.348161	99.9809	0	0.80459	0	1.48659e-36	5.73933e-13	0.999999	6.94869e-31	4.04122e-31	0	0.483322	0.00175278	-65.1844	0	2.13176	2.25607	1.03052	0.0401401	0.00116825	275.99	0.000468939	0.862191	0.136405	0.00140393	2.94164	0.0529269	0.0677429	0.000351702	0.00111093	1.01412	17.9173	1.05033e-09	3.69381	17.9918	1.8494e-08	3.65793	0.00227357	2.24519e-08	0.215136	0.117015	0.00253835	0.714001	0.243246	0.126984	18.2425	0.00403507	0.591373	0.094352	0.00227555	0.715084	0.242945	0.136939	18.2407	0.015397	0.401277	0.358467	0.00674253	0.000175551	0.000110686	0.0349842	0.00010961	0.427261	0.428551	0.0734401	0.425394	0.0337246	0.218985	0.426025	0.0337247	0.227718	0.0419272	0.22782	0.251687	6.00811	0.0467702	0.477144	3.30223
0.76	6.98281e-05	5.95594e-06	0.348226	0.0114196	0	0.00158634	569	486.493	0.348226	99.9827	0	0.80459	0	1.51603e-36	5.77697e-13	0.999999	7.08561e-31	4.12086e-31	0	0.483322	0.00175278	-65.178	0	2.12877	2.25192	1.03052	0.0401555	0.00115834	273.728	0.000465139	0.863315	0.135294	0.00139065	2.96191	0.0529029	0.0675969	0.000348583	0.00109946	1.00501	17.929	1.05955e-09	3.68642	18.0035	1.87266e-08	3.66	0.00227465	2.27482e-08	0.21666	0.116878	0.00252694	0.716523	0.245028	0.129217	18.2346	0.00403026	0.595913	0.094186	0.00226604	0.717624	0.244729	0.139269	18.2327	0.0153726	0.404304	0.361211	0.00677217	0.000174716	0.000109453	0.0352469	0.000108373	0.422734	0.424013	0.0727497	0.425277	0.0337269	0.216924	0.425902	0.033727	0.227575	0.0419542	0.227676	0.251849	6.00817	0.0468551	0.477529	3.30127
0.77	6.9253e-05	5.68892e-06	0.348288	0.0114196	0	0.00153612	579	486.493	0.348287	99.9844	0	0.80459	0	1.54472e-36	5.8132e-13	0.999999	7.21899e-31	4.19843e-31	0	0.483322	0.00175278	-65.1718	0	2.12579	2.24779	1.03052	0.0401703	0.00114836	271.445	0.000461301	0.864419	0.134203	0.00137752	2.98246	0.0528787	0.0674496	0.000345501	0.00108813	0.996011	17.9405	1.06853e-09	3.67907	18.0152	1.89576e-08	3.662	0.00227569	2.30426e-08	0.218158	0.116718	0.00251535	0.719012	0.246784	0.131445	18.2267	0.00402553	0.600405	0.0940005	0.00225621	0.720133	0.246489	0.141594	18.2249	0.0153486	0.407305	0.36393	0.00680116	0.000173902	0.000108245	0.0355084	0.000107161	0.418297	0.419564	0.0720657	0.425077	0.0337294	0.214882	0.425696	0.0337295	0.227435	0.0419807	0.227535	0.252009	6.00823	0.0469397	0.477913	3.30032
0.78	6.86726e-05	5.44413e-06	0.348347	0.0109795	0	0.00148809	589	505.994	0.348346	99.9859	0	0.80459	0	1.5726e-36	5.84798e-13	0.999999	7.34863e-31	4.27382e-31	0	0.483322	0.00175278	-65.1659	0	2.1228	2.24365	1.03052	0.0401844	0.00113832	269.143	0.000457429	0.865502	0.133133	0.00136454	3.00328	0.0528544	0.0673011	0.000342456	0.00107692	0.987105	17.9519	1.07728e-09	3.67175	18.0267	1.91868e-08	3.66393	0.00227669	2.33352e-08	0.219629	0.116536	0.00250356	0.72147	0.248516	0.133668	18.219	0.00402088	0.604848	0.0937962	0.00224608	0.722612	0.248224	0.143914	18.2172	0.015325	0.41028	0.366626	0.00682951	0.000173108	0.000107062	0.0357685	0.000105973	0.413946	0.415202	0.0713883	0.424797	0.0337322	0.212859	0.42541	0.0337323	0.227296	0.0420069	0.227395	0.252167	6.00829	0.047024	0.478299	3.29936
0.79	6.80875e-05	5.19922e-06	0.348403	0.0109795	0	0.00144214	599	505.994	0.348402	99.9872	0	0.80459	0	1.59973e-36	5.88142e-13	0.999999	7.47476e-31	4.34718e-31	0	0.483322	0.00175278	-65.1603	0	2.11981	2.23953	1.03052	0.0401979	0.00112823	266.823	0.000453525	0.866566	0.132083	0.00135171	3.02439	0.05283	0.0671517	0.000339447	0.00106585	0.978297	17.9633	1.08578e-09	3.66448	18.0381	1.94144e-08	3.66579	0.00227764	2.3626e-08	0.221075	0.116333	0.00249161	0.723896	0.250223	0.135886	18.2114	0.00401631	0.609242	0.0935737	0.00223566	0.725059	0.249935	0.146229	18.2096	0.0153017	0.413229	0.369297	0.00685721	0.000172333	0.000105902	0.0360272	0.000104809	0.409681	0.410925	0.0707172	0.424439	0.0337353	0.210856	0.425047	0.0337354	0.22716	0.0420326	0.227258	0.252322	6.00835	0.0471079	0.478685	3.29839
0.8	6.74979e-05	4.97246e-06	0.348456	0.010554	0	0.00139817	609	526.395	0.348455	99.9884	0	0.80459	0	1.62607e-36	5.91353e-13	0.999999	7.59719e-31	4.41838e-31	0	0.483322	0.00175278	-65.1549	0	2.11682	2.23541	1.03052	0.0402107	0.00111808	264.488	0.000449592	0.867609	0.131052	0.00133904	3.04578	0.0528054	0.0670013	0.000336474	0.0010549	0.969584	17.9745	1.09406e-09	3.65725	18.0494	1.96404e-08	3.66758	0.00227855	2.39149e-08	0.222496	0.11611	0.0024795	0.726292	0.251906	0.138098	18.2039	0.00401182	0.613587	0.0933337	0.00222496	0.727476	0.251622	0.148538	18.2021	0.0152788	0.41615	0.371942	0.00688426	0.000171577	0.000104765	0.0362845	0.000103669	0.405498	0.406731	0.0700525	0.424007	0.0337387	0.208871	0.424609	0.0337388	0.227026	0.042058	0.227123	0.252475	6.00841	0.0471915	0.479071	3.29743
0.81	6.69046e-05	4.7512e-06	0.348507	0.010554	0	0.00135608	619	526.395	0.348507	99.9895	0	0.80459	0	1.65164e-36	5.94438e-13	0.999999	7.71605e-31	4.48751e-31	0	0.483322	0.00175278	-65.1498	0	2.11384	2.23129	1.03052	0.0402231	0.0011079	262.14	0.000445634	0.868634	0.13004	0.00132651	3.06744	0.0527808	0.0668501	0.000333537	0.00104407	0.960965	17.9856	1.10211e-09	3.65006	18.0606	1.98647e-08	3.66931	0.00227942	2.4202e-08	0.223893	0.115866	0.00246724	0.728658	0.253565	0.140306	18.1966	0.00400741	0.617884	0.0930767	0.002214	0.729864	0.253286	0.150842	18.1948	0.0152563	0.419044	0.374563	0.00691066	0.000170839	0.000103651	0.0365404	0.000102551	0.401397	0.402618	0.0693941	0.423503	0.0337423	0.206905	0.424099	0.0337424	0.226894	0.0420831	0.22699	0.252625	6.00847	0.0472747	0.479458	3.29647
0.82	6.63078e-05	4.53936e-06	0.348556	0.010554	0	0.00131579	629	526.395	0.348556	99.9905	0	0.80459	0	1.67646e-36	5.97403e-13	0.999999	7.83141e-31	4.5546e-31	0	0.483322	0.00175278	-65.1448	0	2.11085	2.22718	1.03052	0.0402348	0.00109768	259.779	0.000441653	0.86964	0.129046	0.00131414	3.08939	0.0527562	0.0666981	0.000330634	0.00103337	0.95244	17.9965	1.10994e-09	3.64291	18.0716	2.00873e-08	3.67097	0.00228026	2.44873e-08	0.225267	0.115603	0.00245485	0.730994	0.255201	0.142507	18.1893	0.00400307	0.622133	0.0928034	0.0022028	0.732222	0.254926	0.153141	18.1875	0.0152341	0.42191	0.377157	0.00693642	0.000170118	0.000102559	0.0367947	0.000101455	0.397375	0.398584	0.0687419	0.422929	0.0337462	0.204957	0.42352	0.0337463	0.226764	0.0421078	0.226859	0.252774	6.00853	0.0473576	0.479846	3.2955
0.83	6.5708e-05	4.34015e-06	0.348603	0.0101468	0	0.00127721	639	547.516	0.348602	99.9914	0	0.80459	0	1.70054e-36	6.00251e-13	0.999999	7.94334e-31	4.61969e-31	0	0.483322	0.00175278	-65.1401	0	2.10786	2.22308	1.03052	0.0402461	0.00108744	257.408	0.000437652	0.870627	0.128071	0.0013019	3.11162	0.0527314	0.0665456	0.000327766	0.00102279	0.944007	18.0074	1.11754e-09	3.6358	18.0826	2.03084e-08	3.67256	0.00228105	2.47708e-08	0.226618	0.115322	0.00244233	0.733301	0.256813	0.144704	18.1822	0.00399881	0.626333	0.0925143	0.00219136	0.734551	0.256544	0.155435	18.1804	0.0152122	0.424747	0.379724	0.00696154	0.000169414	0.000101488	0.0370474	0.000100381	0.39343	0.394627	0.0680958	0.422288	0.0337503	0.203028	0.422873	0.0337504	0.226637	0.0421321	0.22673	0.25292	6.00859	0.0474401	0.480234	3.29454
0.84	6.51055e-05	4.15557e-06	0.348648	0.0101468	0	0.00124027	649	547.516	0.348647	99.9923	0	0.80459	0	1.72386e-36	6.02983e-13	0.999999	8.05172e-31	4.68273e-31	0	0.483322	0.00175278	-65.1357	0	2.10488	2.21898	1.03052	0.0402568	0.00107716	255.028	0.000433634	0.871596	0.127114	0.00128982	3.13414	0.0527067	0.0663926	0.000324933	0.00101233	0.935665	18.0182	1.12493e-09	3.62873	18.0934	2.05279e-08	3.6741	0.00228181	2.50525e-08	0.227948	0.115023	0.00242969	0.735579	0.258403	0.146895	18.1752	0.00399462	0.630484	0.0922101	0.0021797	0.736851	0.258138	0.157722	18.1734	0.0151907	0.427556	0.382265	0.00698603	0.000168727	0.000100438	0.0372986	9.93273e-05	0.38956	0.390746	0.0674559	0.421582	0.0337548	0.201117	0.422162	0.0337549	0.226511	0.042156	0.226604	0.253064	6.00865	0.0475223	0.480622	3.29357
0.85	6.45009e-05	3.96869e-06	0.348691	0.00975321	0	0.00120487	659	569.613	0.34869	99.993	0	0.80459	0	1.7465e-36	6.05613e-13	0.999999	8.15693e-31	4.74391e-31	0	0.483322	0.00175278	-65.1314	0	2.10189	2.21489	1.03052	0.0402671	0.00106688	252.641	0.000429602	0.872548	0.126174	0.00127788	3.15693	0.0526819	0.0662391	0.000322133	0.00100199	0.927414	18.0288	1.1321e-09	3.62171	18.1042	2.07458e-08	3.67558	0.00228253	2.53325e-08	0.229256	0.114708	0.00241695	0.737829	0.259969	0.149081	18.1683	0.0039905	0.634588	0.0918913	0.00216784	0.739123	0.259711	0.160004	18.1665	0.0151695	0.430335	0.384778	0.00700987	0.000168055	9.94086e-05	0.037548	9.82947e-05	0.385765	0.386938	0.0668221	0.420814	0.0337595	0.199224	0.421388	0.0337596	0.226388	0.0421796	0.226479	0.253206	6.00872	0.0476042	0.481012	3.29261
0.86	6.38943e-05	3.79776e-06	0.348732	0.00975321	0	0.00117096	669	569.613	0.348731	99.9937	0	0.80459	0	1.7684e-36	6.08134e-13	0.999999	8.25868e-31	4.80309e-31	0	0.483322	0.00175278	-65.1273	0	2.09891	2.2108	1.03052	0.040277	0.00105657	250.247	0.000425557	0.873482	0.125252	0.00126608	3.18001	0.0526571	0.0660853	0.000319366	0.000991773	0.919251	18.0394	1.13907e-09	3.61473	18.1148	2.09622e-08	3.677	0.00228322	2.56108e-08	0.230544	0.114375	0.00240411	0.740051	0.261514	0.151261	18.1615	0.00398645	0.638643	0.0915585	0.00215578	0.741367	0.261261	0.16228	18.1598	0.0151486	0.433084	0.387264	0.00703309	0.000167399	9.83992e-05	0.0377958	9.72823e-05	0.382042	0.383203	0.0661942	0.419985	0.0337645	0.197349	0.420554	0.0337646	0.226266	0.0422029	0.226356	0.253346	6.00878	0.0476856	0.481401	3.29164
0.87	6.32863e-05	3.63012e-06	0.348771	0.00975321	0	0.00113846	679	569.613	0.34877	99.9943	0	0.80459	0	1.7896e-36	6.10556e-13	0.999999	8.35721e-31	4.86039e-31	0	0.483322	0.00175278	-65.1233	0	2.09592	2.20672	1.03052	0.0402864	0.00104626	247.848	0.000421503	0.8744	0.124346	0.00125442	3.20336	0.0526323	0.0659312	0.000316632	0.00098167	0.911177	18.0498	1.14582e-09	3.60779	18.1253	2.1177e-08	3.67836	0.00228387	2.58873e-08	0.231812	0.114027	0.00239118	0.742245	0.263037	0.153435	18.1548	0.00398247	0.642651	0.0912123	0.00214353	0.743584	0.262789	0.164551	18.1531	0.0151281	0.435803	0.389723	0.00705568	0.000166758	9.74093e-05	0.0380417	9.62894e-05	0.378389	0.379538	0.0655723	0.419099	0.0337698	0.195492	0.419662	0.0337699	0.226147	0.0422258	0.226236	0.253484	6.00884	0.0477667	0.481791	3.29067
0.88	6.26771e-05	3.47624e-06	0.348808	0.00937662	0	0.00110729	689	592.49	0.348807	99.9948	0	0.80459	0	1.81013e-36	6.12883e-13	0.999999	8.45258e-31	4.91586e-31	0	0.483322	0.00175278	-65.1196	0	2.09294	2.20264	1.03052	0.0402954	0.00103595	245.446	0.000417441	0.875301	0.123457	0.0012429	3.227	0.0526075	0.0657769	0.000313931	0.000971681	0.903189	18.0602	1.15238e-09	3.60089	18.1357	2.13903e-08	3.67967	0.00228449	2.61622e-08	0.23306	0.113664	0.00237816	0.744412	0.264538	0.155604	18.1483	0.00397856	0.646611	0.0908532	0.00213112	0.745773	0.264296	0.166815	18.1465	0.0151079	0.438492	0.392153	0.00707765	0.000166131	9.64386e-05	0.0382859	9.53157e-05	0.374805	0.375942	0.0649562	0.418156	0.0337754	0.193652	0.418715	0.0337755	0.226029	0.0422483	0.226117	0.25362	6.00891	0.0478474	0.482182	3.2897
0.89	6.2067e-05	3.33389e-06	0.348844	0.00937662	0	0.00107741	699	592.49	0.348843	99.9953	0	0.80459	0	1.83e-36	6.15118e-13	0.999999	8.54488e-31	4.96954e-31	0	0.483322	0.00175278	-65.116	0	2.08996	2.19857	1.03052	0.040304	0.00102563	243.041	0.000413373	0.876185	0.122584	0.00123152	3.25093	0.0525827	0.0656225	0.000311262	0.000961807	0.895287	18.0704	1.15873e-09	3.59404	18.146	2.1602e-08	3.68093	0.00228508	2.64353e-08	0.23429	0.113287	0.00236508	0.746552	0.266017	0.157767	18.1418	0.00397471	0.650524	0.0904817	0.00211855	0.747936	0.265782	0.169074	18.1401	0.015088	0.44115	0.394554	0.00709899	0.000165518	9.54864e-05	0.0385282	9.43608e-05	0.371288	0.372413	0.064346	0.41716	0.0337812	0.191829	0.417713	0.0337813	0.225914	0.0422705	0.226001	0.253753	6.00897	0.0479278	0.482573	3.28873
