#Time	#Ge	#Inet	#Vm	#Act	#Spike	#Gk	#ISI	#AvgISI	#VmDend	#Gnmda	#RnmdaSyn	#RCa	#SnmdaO	#SnmdaI	#NMDAGmg	#GABAB	#GgabaB	#Gvgcc	#VGCCm	#VGCCh	#VGCCJcaPSD	#VGCCJcaCyt	#Gak	#AKm	#AKh	#LearnNow	%NMDAo	%NMDAi	%Ca	%Ds	%Ps	%CaM	%CaP	%CaD	%RCaM	%RCaP	%RCaD	%SCa	%SCaM	%SCaP	%SCaD	%Wt	%DWt	#VmS	#PreSpike	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#GluN2B	#Cyt_Ca	#PSD_Ca	#Cyt_CaMact	#PSD_CaMact	#Cyt_CaMKIIact	#Cyt_CaMKII	#Cyt_CaMKIIP	#PSD_CaMKIIact	#PSD_CaMKII	#PSD_CaMKIIP	#PSD_CaMKIIn2b	#PSD_N2B_CaMKII	#PSD_N2B_CaMKIIP	#Cyt_DAPK1act	#Cyt_Ca0CaM_DAPK1	#Cyt_Ca1CaM_DAPK1	#Cyt_Ca0CaM_DAPK1P	#Cyt_Ca1CaM_DAPK1P	#Cyt_DAPK1	#Cyt_DAPK1P	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_Ca0CaM_DAPK1	#PSD_Ca1CaM_DAPK1	#PSD_Ca0CaM_DAPK1P	#PSD_Ca1CaM_DAPK1P	#PSD_DAPK1	#PSD_DAPK1P	#PSD_DAPK1_AutoK	#PSD_DAPK1n2b	#PSD_N2B_Ca0CaM_DAPK1	#PSD_N2B_Ca1CaM_DAPK1	#PSD_N2B_Ca0CaM_DAPK1P	#PSD_N2B_Ca1CaM_DAPK1P	#PSD_N2B_DAPK1	#PSD_N2B_DAPK1P	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
0.038	0.850703	-0.0342387	0.518477	0.578704	0	0.0228411	5	9.6	0.630255	0	3.48921	0.563911	0.960596	0	0.346809	0.80459	0	0.177114	0.262753	0.674493	56807.3	33038	0	0.483322	0.00175278	-1	0.112392	0.842943	5.62612	0.184852	0.207768	0.622596	0.272121	0.020029	0.622596	0.272121	0.020029	5.62612	0.622596	0.272121	0.020029	0.5	0	-44.7284	0	0.129416	0.0240425	12916.8	0.0311223	0.00745044	0.794663	0.197886	24	6.71399	4.25206	4.85661	3.32191	4.12903	13.87	3.94531e-12	5.91591	14.5966	8.07419e-11	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.17769	1.06778	0.441865	0.0432248	0.0396985	0.368178	0.0429356	0.0396991	0.955729	0.0100933	0.957796	0.0605336	6.17238	0.317782	0.318747	1.71984
0.039	0.611007	-0.0228258	0.495652	0.578704	0	0.0225613	6	9.6	0.598176	0	3.45432	0.535565	0.95099	0	0.300404	0.80459	0	0.0726057	0.18977	0.685718	25070	14580.2	0	0.483322	0.00175278	-1	0.108645	0.834514	4.09254	0.191271	0.214968	0.504303	0.278382	0.0228654	0.504303	0.278382	0.0228654	4.09254	0.504303	0.278382	0.0228654	0.5	0	-48.1523	0	0.10732	0.0229031	10897.4	0.0245855	0.0075802	0.809627	0.182793	24	3.93195	2.83201	4.37711	3.34284	4.48688	13.3698	5.59546e-12	6.28517	14.1966	1.03721e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.26479	1.1431	0.484564	0.04741	0.0396984	0.400654	0.0470725	0.039699	0.950936	0.010119	0.953233	0.0606843	6.17238	0.317782	0.318746	1.71984
0.04	0.459677	-0.0456516	0.45	0.578704	0	0.0222862	7	9.6	0.566656	0	3.41977	0.495274	0.94148	0	0.271526	0.80459	0	0.0290029	0.137057	0.696555	10489.1	6100.27	0	0.483322	0.00175278	-1	0.105024	0.826169	3.47671	0.1967	0.221055	0.408486	0.282453	0.0258442	0.408486	0.282453	0.0258442	3.47671	0.408486	0.282453	0.0258442	0.5	0	-50.4348	0	0.0944959	0.0218225	9535.19	0.0206263	0.00811952	0.831554	0.160326	24	2.4718	2.04415	3.35556	2.81147	4.76611	12.9727	7.59246e-12	6.62825	13.8384	1.29872e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.32248	1.20347	0.518849	0.0519369	0.0396983	0.429707	0.0515686	0.0396989	0.945917	0.0101471	0.948424	0.0608485	6.17238	0.317782	0.318745	1.71985
0.041	0.356707	0.120627	0.595001	0.578704	0	0.0220158	8	9.6	0.586339	0	3.38558	0.448772	0.932065	0	0.219268	0.80459	0	0.0120239	0.0989854	0.707019	4742.16	2757.95	0	0.483322	0.00175278	-1	0.119455	1	2.34602	0.200316	0.225101	3.05239	0.329203	0.0292709	3.05239	0.329203	0.0292709	2.34602	3.05239	0.329203	0.0292709	0.5	0	-55	1	0.0728998	0.0555422	20264.3	0.0404618	0.00831092	0.846994	0.144695	24	1.78336	2.2216	2.42171	2.24684	4.95923	12.689	9.98188e-12	6.92175	13.552	1.58913e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.36062	1.25409	0.543618	0.0567188	0.0396981	0.452809	0.056337	0.0396988	0.940786	0.0101775	0.943442	0.0610261	6.17238	0.317782	0.318744	1.71985
0.042	0.282837	0.166089	0.767988	0.578704	0	0.02175	9	9.6	0.61037	0	3.35172	0.4667	0.922745	0	0.408318	0.80459	0	0.00349621	0.0796329	0.691911	1015.36	590.511	0	0.483322	0.00175278	-1	0.115473	0.99	2.68076	0.204465	0.229746	2.47244	0.369429	0.0331293	2.47244	0.369429	0.0331293	2.68076	2.47244	0.369429	0.0331293	0.5	0	-40.4999	0	0.161926	0.0572449	35306.3	0.0927049	0.00849885	0.844726	0.146775	24	1.32585	2.80004	1.71234	1.91535	5.08517	12.4938	1.28307e-11	7.17857	13.3188	1.91852e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.38617	1.30542	0.560855	0.0616767	0.039698	0.471524	0.0612953	0.0396986	0.935613	0.0102102	0.938318	0.0612171	6.17238	0.317781	0.318743	1.71985
0.043	0.233699	0.966093	0.97	0.573921	1	0.0302163	0	9.68	0.715819	0	3.3182	0.486076	0.913517	0	0.668541	0.80459	0	0.0011764	0.33529	0.668052	195.719	113.826	0	0.483322	0.00175278	-1	0.111624	0.9801	2.21829	0.207871	0.233555	5.63658	0.425619	0.0375543	5.63658	0.425619	0.0375543	2.21829	5.63658	0.425619	0.0375543	0.5	0	-23.2012	0	0.360902	0.0552557	50162.8	0.199461	0.0086145	0.830814	0.160572	24	1.15263	3.51993	1.24056	1.78374	5.16476	12.3595	1.62164e-11	7.41602	13.115	2.29767e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.40509	1.35935	0.572845	0.0667532	0.0396978	0.48792	0.0663853	0.0396985	0.930438	0.0102449	0.933065	0.0614213	6.17239	0.317781	0.318741	1.71985
0.044	0.249486	-0.173333	0.796667	0.573921	0	0.0298462	1	9.68	0.631572	0	3.28502	0.533948	1	1	0.875889	0.80459	0	0.0446732	0	0.645015	961.026	558.914	0	0.483322	0.00175278	-1	0.107903	0.970299	5.34275	0.216274	0.242985	4.56563	0.475861	0.0425226	4.56563	0.475861	0.0425226	5.34275	4.56563	0.475861	0.0425226	0.5	0	-3	0	0.663967	0.0528755	46534.3	0.351155	0.00885922	0.824501	0.16664	24	1.10791	3.32462	0.944823	1.58806	5.2152	12.2634	2.02273e-11	7.63954	12.9327	2.7229e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.42102	1.40715	0.581514	0.0719124	0.0396977	0.502688	0.0715679	0.0396983	0.925276	0.0102815	0.92771	0.0616383	6.17239	0.317781	0.31874	1.71985
0.045	0.192588	-0.115556	0.681111	0.573921	0	0.0294823	2	9.68	0.569252	0	3.25217	0.49068	0.99	0	0.706697	0.80459	0	0	0.277778	0.622773	0	0	0	0.483322	0.00175278	-1	0.104307	0.960596	5.16476	0.224386	0.252087	3.69816	0.519709	0.0480052	3.69816	0.519709	0.0480052	5.16476	3.69816	0.519709	0.0480052	0.5	0	-20.3333	0	0.402841	0.0505168	47258	0.203549	0.00916976	0.821423	0.169407	24	0.951496	3.27869	0.737882	1.40055	5.24683	12.1917	2.49116e-11	7.84648	12.7749	3.18469e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.43411	1.44976	0.588029	0.0771313	0.0396975	0.515555	0.0768134	0.0396981	0.920137	0.0103199	0.922295	0.0618675	6.17239	0.317781	0.318738	1.71985
0.046	0.198579	-0.077037	0.604074	0.573921	0	0.0291247	3	9.68	0.526032	0	3.21965	0.417813	0.9801	0	0.540649	0.80459	0	0.0561151	0.47673	0.601299	12831.8	7462.71	0	0.483322	0.00175278	-1	0.10083	0.95099	5.10561	0.232398	0.261076	2.99551	0.557043	0.0539668	2.99551	0.557043	0.0539668	5.10561	2.99551	0.557043	0.0539668	0.5	0	-31.8889	0	0.247855	0.0482413	37555.1	0.119596	0.00947207	0.820478	0.17005	24	1.9735	3.2595	0.720423	1.26545	5.26953	12.1314	3.04684e-11	8.0391	12.6383	3.68462e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.45589	1.48802	0.593519	0.0823947	0.0396972	0.526795	0.0821027	0.0396979	0.915009	0.01036	0.916854	0.0621085	6.17239	0.31778	0.318736	1.71985
0.047	0.43335	-0.051358	0.552716	0.573921	0	0.0287731	4	9.68	0.516336	0	3.18745	0.352804	0.970299	0	0.421975	0.80459	0	0.325865	0.363643	0.582513	92516.5	53805.9	0	0.483322	0.00175278	-1	0.0974687	0.94148	7.06744	0.243543	0.273588	2.42636	0.587976	0.0603666	2.42636	0.587976	0.0603666	7.06744	2.42636	0.587976	0.0603666	0.5	0	-39.5926	0	0.169705	0.0460496	29204.5	0.078167	0.00865335	0.778205	0.213142	24	9.17623	6.30565	2.69156	2.29087	5.34853	11.9955	3.85728e-11	8.25637	12.4708	4.32277e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.54669	1.55404	0.605567	0.0877162	0.039697	0.540919	0.0874415	0.0396977	0.90974	0.0104016	0.911346	0.0623605	6.17239	0.31778	0.318735	1.71985
0.048	0.239	-0.0342387	0.518477	0.573921	0	0.0284274	5	9.68	0.492641	0	3.15558	0.332852	0.960596	0	0.346809	0.80459	0	0.155639	0.262753	0.596889	49919.4	29032.2	0	0.483322	0.00175278	-1	0.0942197	0.932065	4.78808	0.251034	0.281988	1.96536	0.612782	0.067159	1.96536	0.612782	0.067159	4.78808	1.96536	0.612782	0.067159	0.5	0	-44.7284	0	0.129416	0.0439212	23596.5	0.0568544	0.00836632	0.774305	0.217329	24	5.97441	4.48891	3.84668	3.09905	5.55643	11.687	5.00626e-11	8.55292	12.201	5.19336e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.62512	1.61359	0.632786	0.093217	0.0396967	0.564107	0.0929341	0.0396974	0.904187	0.010445	0.905696	0.0626236	6.17239	0.31778	0.318732	1.71986
0.049	0.130089	-0.0228258	0.495652	0.573921	0	0.0280875	6	9.68	0.465927	0	3.12402	0.292388	0.95099	0	0.300404	0.80459	0	0.064252	0.18977	0.61079	22185.6	12902.7	0	0.483322	0.00175278	-1	0.0910791	0.922745	3.46469	0.256402	0.287999	1.59194	0.631842	0.0742947	1.59194	0.631842	0.0742947	3.46469	1.59194	0.631842	0.0742947	0.5	0	-48.1523	0	0.10732	0.0418751	19924.3	0.0449509	0.00844333	0.792055	0.199502	24	3.54882	3.13342	3.57112	3.09712	5.78438	11.3505	6.31912e-11	8.87841	11.8974	6.20274e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.67886	1.66113	0.662673	0.0989787	0.0396964	0.590365	0.0986791	0.0396971	0.898457	0.0104902	0.899941	0.0628978	6.17239	0.31778	0.31873	1.71986
0.05	0.0784237	-0.0456516	0.45	0.573921	0	0.0277534	7	9.68	0.441758	0	3.09278	0.247369	0.94148	0	0.271526	0.80459	0	0.0258337	0.137057	0.624211	9342.98	5433.7	0	0.483322	0.00175278	-1	0.0880431	0.913517	2.92978	0.26091	0.293042	1.28947	0.645598	0.0817213	1.28947	0.645598	0.0817213	2.92978	1.28947	0.645598	0.0817213	0.5	0	-50.4348	0	0.0944959	0.039928	17446.2	0.0377392	0.0087881	0.815339	0.175873	24	2.26555	2.3659	2.81747	2.63792	5.96642	11.074	7.67796e-11	9.18388	11.6254	7.26531e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.71399	1.69762	0.687448	0.104981	0.0396961	0.613966	0.104673	0.0396968	0.892652	0.0105374	0.89413	0.0631828	6.17239	0.317779	0.318728	1.71986
0.051	0.0531138	-0.000404075	0.449561	0.573921	0	0.0274249	8	9.68	0.442118	0	3.06185	0.206771	0.932065	0	0.219268	0.80459	0	0.0107751	0.0989854	0.637169	4249.64	2471.51	0	0.483322	0.00175278	-1	0.0851083	0.904382	2.19469	0.264239	0.296758	1.04447	0.654528	0.089385	1.04447	0.654528	0.089385	2.19469	1.04447	0.654528	0.089385	0.5	0	-55	0	0.0728998	0.0380846	13908	0.0277701	0.00942541	0.83861	0.151964	24	1.62747	1.84231	2.08271	2.05085	6.09293	10.8706	9.01832e-11	9.45019	11.4095	8.32152e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.73753	1.72463	0.705835	0.111168	0.0396958	0.632704	0.110858	0.0396965	0.886837	0.0105863	0.888308	0.0634783	6.17239	0.317779	0.318725	1.71986
0.052	0.0376543	-0.00758823	0.441391	0.573921	0	0.0271018	9	9.68	0.440778	0	3.03124	0.202729	0.922745	0	0.218803	0.80459	0	0.0041465	0.0714895	0.649681	1636.66	951.851	0	0.483322	0.00175278	-1	0.0822714	0.895338	2.0825	0.267386	0.300269	0.846021	0.659119	0.0972312	0.846021	0.659119	0.0972312	2.0825	0.846021	0.659119	0.0972312	0.5	0	-55.0439	0	0.072716	0.0363421	13248	0.0264327	0.0103162	0.857834	0.13185	24	1.23108	1.58263	1.49082	1.53182	6.17324	10.7281	1.03178e-10	9.67731	11.2484	9.3446e-10	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.75356	1.74531	0.718833	0.117481	0.0396954	0.646627	0.117174	0.0396961	0.881053	0.0106369	0.882508	0.0637838	6.17239	0.317778	0.318722	1.71987
0.053	0.0290535	-0.00984014	0.430827	0.573921	0	0.0267842	10	9.68	0.438579	0	3.00092	0.196272	0.913517	0	0.210268	0.80459	0	0.00161483	0.0516313	0.661761	646.847	376.194	0	0.483322	0.00175278	-1	0.079529	0.886385	1.94585	0.270312	0.303531	0.685277	0.659856	0.105206	0.685277	0.659856	0.105206	1.94585	0.685277	0.659856	0.105206	0.5	0	-55.8609	0	0.0693737	0.034694	12233.4	0.0240741	0.0114854	0.873302	0.115213	24	0.998061	1.38756	1.05344	1.11944	6.21911	10.6311	1.15838e-10	9.87232	11.1318	1.03373e-09	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.76484	1.76126	0.727773	0.123876	0.039695	0.656635	0.123573	0.0396957	0.875323	0.0106891	0.876755	0.0640983	6.17239	0.317778	0.318719	1.71987
0.054	0.0230208	-0.0104265	0.419656	0.573921	0	0.0264719	11	9.68	0.435843	0	2.97091	0.18868	0.904382	0	0.199599	0.80459	0	0.000630639	0.0372893	0.673424	257.39	149.693	0	0.483322	0.00175278	-1	0.076878	0.877521	1.80978	0.273018	0.306546	0.555074	0.657201	0.113255	0.555074	0.657201	0.113255	1.80978	0.555074	0.657201	0.113255	0.5	0	-56.9173	0	0.0652626	0.0331335	11185.8	0.0216287	0.0129675	0.885647	0.101385	24	0.842019	1.23076	0.742155	0.809445	6.24063	10.5664	1.28434e-10	10.0427	11.0489	1.13172e-09	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.77301	1.77363	0.733818	0.130318	0.0396946	0.663671	0.13002	0.0396953	0.869664	0.0107426	0.871065	0.0644213	6.17239	0.317778	0.318716	1.71987
0.055	0.0185138	-0.0102174	0.408725	0.547669	0	0.0261647	12	10.144	0.432758	0	2.9412	0.180442	0.895338	0	0.188763	0.80459	0	0.000246229	0.0269311	0.684685	102.469	59.5941	0	0.483322	0.00175278	-1	0.0743154	0.868746	1.68055	0.275516	0.309326	0.44961	0.651597	0.121327	0.44961	0.651597	0.121327	1.68055	0.44961	0.651597	0.121327	0.5	0	-58.0344	0	0.0611625	0.0316541	10200.3	0.0193649	0.0147989	0.895424	0.0897767	24	0.727079	1.0999	0.524143	0.58362	6.24527	10.5241	1.41299e-10	10.1949	10.9907	1.23101e-09	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.77902	1.78324	0.73784	0.136785	0.0396941	0.668535	0.136491	0.0396948	0.864083	0.0107975	0.865451	0.0647518	6.17239	0.317777	0.318713	1.71988
0.056	2.01502	1.05102	0.97	0.518474	1	0.0345075	0	10.7152	0.722121	0	4.91179	0.461601	0.886385	0	0.178603	0.80459	0	9.59898e-05	0.0194503	0.695558	40.6989	23.6697	0	0.483322	0.00175278	-1	0.0718383	0.860058	0.380334	0.275932	0.309763	1.28787	0.672157	0.129682	1.28787	0.672157	0.129682	0.380334	1.28787	0.672157	0.129682	0.5	0	-59.1275	0	0.0573848	0.0302502	9308.74	0.017363	0.0170187	0.903053	0.0799286	24	0.636698	0.988618	0.372437	0.421971	6.23833	10.4973	1.54732e-10	10.3337	10.95	1.3343e-09	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.78347	1.79069	0.740461	0.14326	0.0396936	0.671843	0.142969	0.0396943	0.858586	0.0108535	0.859921	0.0650892	6.17239	0.317777	0.318709	1.71988
0.057	1.61223	-0.173333	0.796667	0.518474	0	0.0340982	1	10.7152	0.706112	0	4.86267	0.910143	1	1	0.875889	0.80459	0	9.07996e-06	0	0.671573	0.195332	0.113601	0	0.483322	0.00175278	-1	0.0694436	0.851458	3.15104	0.28078	0.315187	1.04318	0.6866	0.138255	1.04318	0.6866	0.138255	3.15104	1.04318	0.6866	0.138255	0.5	0	-3	0	0.663967	0.0289147	25447	0.192027	0.0172526	0.894932	0.0878151	24	0.610564	1.8208	0.273094	0.379511	6.22361	10.481	1.69051e-10	10.4651	10.9189	1.45282e-09	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.78716	1.8044	0.74213	0.149732	0.0396931	0.674332	0.149444	0.0396938	0.853177	0.0109105	0.854465	0.0654326	6.17239	0.317776	0.318705	1.71988
0.058	1.3165	-0.115556	0.681111	0.518474	0	0.0336958	2	10.7152	0.683287	0	4.81405	0.898125	0.99	0	0.706697	0.80459	0	0	0.277778	0.648416	0	0	0	0.483322	0.00175278	-1	0.0671289	0.842943	3.3239	0.285902	0.320918	0.844975	0.695596	0.146982	0.844975	0.695596	0.146982	3.3239	0.844975	0.695596	0.146982	0.5	0	-20.3333	0	0.402841	0.0276393	25856.2	0.111367	0.0172056	0.889073	0.093721	24	0.567874	1.83542	0.211046	0.351484	6.20407	10.4713	1.84664e-10	10.5935	10.8911	1.59218e-09	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.79033	1.81771	0.743198	0.156194	0.0396925	0.676568	0.155911	0.0396932	0.847856	0.0109684	0.849073	0.0657816	6.17239	0.317776	0.318701	1.71989
0.059	1.10528	-0.077037	0.604074	0.518474	0	0.0333001	3	10.7152	0.659505	0	4.76591	0.879444	0.9801	0	0.540649	0.80459	0	0.0584255	0.47673	0.626056	13360.1	7769.98	0	0.483322	0.00175278	-1	0.0648912	0.834514	3.50895	0.291316	0.326977	0.68443	0.699783	0.155802	0.68443	0.699783	0.155802	3.50895	0.68443	0.699783	0.155802	0.5	0	-31.8889	0	0.247855	0.0264213	20568.5	0.0655012	0.0170095	0.881524	0.101467	24	1.70348	2.107	0.239787	0.360293	6.18343	10.4631	2.03459e-10	10.7202	10.8652	1.75117e-09	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.80278	1.83236	0.744107	0.162645	0.0396919	0.678687	0.162367	0.0396926	0.842604	0.0110271	0.843745	0.0661356	6.17239	0.317775	0.318697	1.71989
0.06	1.17323	-0.051358	0.552716	0.518474	0	0.032911	4	10.7152	0.650381	0	4.71825	0.852693	0.970299	0	0.421975	0.80459	0	0.339282	0.363643	0.606418	96325.8	56021.3	0	0.483322	0.00175278	-1	0.0627282	0.826169	5.84405	0.300463	0.337235	0.554388	0.699766	0.164652	0.554388	0.699766	0.164652	5.84405	0.554388	0.699766	0.164652	0.5	0	-39.5926	0	0.169705	0.0252495	16013	0.0428595	0.0115542	0.828995	0.159451	24	9.22915	5.50989	1.82269	1.15528	6.2018	10.4031	2.37935e-10	10.8663	10.8129	1.98707e-09	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.87706	1.87552	0.749686	0.169097	0.0396912	0.683251	0.16882	0.039692	0.837291	0.0110866	0.838423	0.0664943	6.17239	0.317775	0.318693	1.7199
0.061	0.827753	-0.0342387	0.518477	0.518474	0	0.0325284	5	10.7152	0.623905	0	4.67107	0.833707	0.960596	0	0.346809	0.80459	0	0.162026	0.262753	0.619969	51967.9	30223.5	0	0.483322	0.00175278	-1	0.0606373	0.817907	3.70008	0.306172	0.343625	0.449054	0.696104	0.173477	0.449054	0.696104	0.173477	3.70008	0.449054	0.696104	0.173477	0.5	0	-44.7284	0	0.129416	0.0241033	12949.4	0.0312008	0.00991936	0.817026	0.173054	24	5.90835	3.79099	2.95163	1.97218	6.31898	10.2111	2.91095e-10	11.0726	10.6811	2.33859e-09	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.93425	1.91191	0.767224	0.175643	0.0396906	0.695043	0.175348	0.0396913	0.831813	0.011147	0.833042	0.066858	6.17239	0.317774	0.318688	1.7199
